        2       90  0.00000E+00  0.00000E+00  0.34910E+00  0.10000E+01  0.00000E+00
    3    2  0.20000E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.13300E+01  0.00000E+00  0.13300E+01  0.00000E+00
  0.19513E+00  0.19513E+00  0.00000E+00  0.46800E-06  0.46800E-06 -0.19787E-16  0.19513E+00  0.19513E+00  0.21681E-18
 -0.263274433E-01 -0.141347808E-01  0.141347808E-01 -0.263274433E-01
 -0.168815774E+00  0.242037113E+00 -0.242037113E+00 -0.168815774E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.168815774E+00 -0.242037113E+00 -0.242037113E+00 -0.168815774E+00
  0.263274433E-01  0.141347808E-01  0.141347808E-01 -0.263274433E-01
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
 -0.465657451E-01 -0.130014233E-01  0.130014233E-01 -0.465657451E-01
 -0.841909534E-01 -0.828762906E-02  0.828762906E-02 -0.841909534E-01
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.841909534E-01  0.828762906E-02  0.828762906E-02 -0.841909534E-01
  0.465657451E-01  0.130014233E-01  0.130014233E-01 -0.465657451E-01
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
 -0.808366315E-03 -0.597485654E-02  0.597485654E-02 -0.808366315E-03
 -0.134609735E-02 -0.755782803E-02  0.755782803E-02 -0.134609735E-02
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.134609735E-02  0.755782803E-02  0.755782803E-02 -0.134609735E-02
  0.808366315E-03  0.597485654E-02  0.597485654E-02 -0.808366315E-03
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
