 -0.809271347E-01 -0.434408694E-01  0.434408694E-01 -0.809271347E-01
  0.599581203E+00  0.310956726E+00 -0.310956726E+00  0.599581203E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
 -0.599581203E+00 -0.310956726E+00 -0.310956726E+00  0.599581203E+00
  0.809271347E-01  0.434408694E-01  0.434408694E-01 -0.809271347E-01
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
 -0.318230299E-01  0.203119166E-02 -0.203119166E-02 -0.318230299E-01
 -0.540911219E-01  0.558869297E+00 -0.558869297E+00 -0.540911219E-01
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.540911219E-01 -0.558869297E+00 -0.558869297E+00 -0.540911219E-01
  0.318230299E-01 -0.203119166E-02 -0.203119166E-02 -0.318230299E-01
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
 -0.119148749E-02 -0.678835241E-02  0.678835241E-02 -0.119148749E-02
 -0.376164128E+00 -0.968163329E-02  0.968163329E-02 -0.376164128E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.376164128E+00  0.968163329E-02  0.968163329E-02 -0.376164128E+00
  0.119148749E-02  0.678835241E-02  0.678835241E-02 -0.119148749E-02
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
    3    1  0.11000E+01  0.00000E+00  0.00000E+00  0.50000E+00  0.15500E+01  0.00000E+00  0.15500E+01  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00 -0.10897E-07 -0.10897E-07  0.96160E-17  0.29087E-01  0.29087E-01 -0.31361E-18
 -0.347399902E-01  0.544687781E-02 -0.544687781E-02 -0.347399902E-01
 -0.624699332E-01  0.253972161E-01 -0.253972161E-01 -0.624699332E-01
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.624699332E-01 -0.253972161E-01 -0.253972161E-01 -0.624699332E-01
  0.347399902E-01 -0.544687781E-02 -0.544687781E-02 -0.347399902E-01
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
 -0.371879823E-02 -0.344695202E-02  0.344695202E-02 -0.371879823E-02
 -0.472953191E-02 -0.434919443E-02  0.434919443E-02 -0.472953191E-02
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.472953191E-02  0.434919443E-02  0.434919443E-02 -0.472953191E-02
  0.371879823E-02  0.344695202E-02  0.344695202E-02 -0.371879823E-02
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.109389521E-03 -0.172828287E-03  0.172828287E-03  0.109389521E-03
  0.124526718E-03 -0.200405860E-03  0.200405860E-03  0.124526718E-03
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
 -0.124526718E-03  0.200405860E-03  0.200405860E-03  0.124526718E-03
 -0.109389521E-03  0.172828287E-03  0.172828287E-03  0.109389521E-03
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
